,PRIM_STA_C,SAMP_DATE,FINDING,system,chem,mcl,lat,long,delta_results,ARSENIC,FLUORIDE (F) (NATURAL-SOURCE),GROSS ALPHA,NITRATE (AS NO3),PERCHLORATE,TETRACHLOROETHYLENE,URANIUM (PCI/L),URANIUM MDA95,nitrate_reading,alpha_reading,as_reading,pce_reading,f_reading,perc_reading,u_(pci/l)_reading,u_mda95_reading
6171,1503140-001,2013-09-25,0.5,1503140,TETRACHLOROETHYLENE,5.0,34.817698,-118.896437,-4.5,0,0,0,0,0,1,0,0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5
6172,1503140-001,2013-09-25,4.0,1503140,PERCHLORATE,6.0,34.817698,-118.896437,-2.0,0,0,0,0,1,0,0,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
6173,1503140-001,2013-10-07,18.0,1503140,URANIUM (PCI/L),20.0,34.817698,-118.896437,-2.0,0,0,0,0,0,0,1,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
6174,1503140-001,2013-10-07,23.0,1503140,NITRATE (AS NO3),45.0,34.817698,-118.896437,-22.0,0,0,0,1,0,0,0,0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0,-22.0
6175,1503140-001,2014-01-22,2.1,1503140,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.817698,-118.896437,0.10000000000000009,0,1,0,0,0,0,0,0,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009
6176,1503140-001,2014-01-22,20.0,1503140,URANIUM (PCI/L),20.0,34.817698,-118.896437,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6177,1503140-001,2014-01-22,26.0,1503140,NITRATE (AS NO3),45.0,34.817698,-118.896437,-19.0,0,0,0,1,0,0,0,0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0
6178,1503140-001,2014-01-22,20.4,1503140,GROSS ALPHA,15.0,34.817698,-118.896437,5.399999999999999,0,0,1,0,0,0,0,0,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999
6179,1503140-001,2014-04-09,21.0,1503140,URANIUM (PCI/L),20.0,34.817698,-118.896437,1.0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6180,1503140-001,2014-04-09,25.0,1503140,NITRATE (AS NO3),45.0,34.817698,-118.896437,-20.0,0,0,0,1,0,0,0,0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
6181,1503140-001,2014-04-09,16.6,1503140,GROSS ALPHA,15.0,34.817698,-118.896437,1.6000000000000014,0,0,1,0,0,0,0,0,1.6000000000000014,1.6000000000000014,1.6000000000000014,1.6000000000000014,1.6000000000000014,1.6000000000000014,1.6000000000000014,1.6000000000000014
6182,1503140-001,2014-07-16,4.2,1503140,GROSS ALPHA,15.0,34.817698,-118.896437,-10.8,0,0,1,0,0,0,0,0,-10.8,-10.8,-10.8,-10.8,-10.8,-10.8,-10.8,-10.8
6183,1503140-001,2014-07-16,2.1,1503140,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.817698,-118.896437,0.10000000000000009,0,1,0,0,0,0,0,0,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009,0.10000000000000009
6184,1503140-001,2014-07-16,18.0,1503140,URANIUM (PCI/L),20.0,34.817698,-118.896437,-2.0,0,0,0,0,0,0,1,0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
6185,1503140-001,2014-07-16,24.0,1503140,NITRATE (AS NO3),45.0,34.817698,-118.896437,-21.0,0,0,0,1,0,0,0,0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0
6186,1503140-001,2014-10-15,1.9,1503140,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.817698,-118.896437,-0.10000000000000009,0,1,0,0,0,0,0,0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009
6187,1503140-001,2014-10-15,19.0,1503140,URANIUM (PCI/L),20.0,34.817698,-118.896437,-1.0,0,0,0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6188,1503140-001,2014-10-15,26.0,1503140,NITRATE (AS NO3),45.0,34.817698,-118.896437,-19.0,0,0,0,1,0,0,0,0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0,-19.0
6189,1503140-001,2014-10-15,20.4,1503140,GROSS ALPHA,15.0,34.817698,-118.896437,5.399999999999999,0,0,1,0,0,0,0,0,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999
6190,1503140-001,2015-02-11,1.9,1503140,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.817698,-118.896437,-0.10000000000000009,0,1,0,0,0,0,0,0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009
6191,1503140-001,2015-02-11,19.0,1503140,URANIUM (PCI/L),20.0,34.817698,-118.896437,-1.0,0,0,0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6192,1503140-001,2015-02-11,25.0,1503140,NITRATE (AS NO3),45.0,34.817698,-118.896437,-20.0,0,0,0,1,0,0,0,0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
6193,1503140-001,2015-02-11,20.4,1503140,GROSS ALPHA,15.0,34.817698,-118.896437,5.399999999999999,0,0,1,0,0,0,0,0,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999,5.399999999999999
6194,1503140-001,2015-04-08,1.9,1503140,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.817698,-118.896437,-0.10000000000000009,0,1,0,0,0,0,0,0,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009,-0.10000000000000009
6195,1503140-001,2015-04-08,21.0,1503140,URANIUM (PCI/L),20.0,34.817698,-118.896437,1.0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6196,1503140-001,2015-04-08,25.0,1503140,NITRATE (AS NO3),45.0,34.817698,-118.896437,-20.0,0,0,0,1,0,0,0,0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0,-20.0
6197,1503140-001,2015-04-08,10.7,1503140,GROSS ALPHA,15.0,34.817698,-118.896437,-4.300000000000001,0,0,1,0,0,0,0,0,-4.300000000000001,-4.300000000000001,-4.300000000000001,-4.300000000000001,-4.300000000000001,-4.300000000000001,-4.300000000000001,-4.300000000000001
6198,1503140-001,2015-07-21,2.3,1503140,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.817698,-118.896437,0.2999999999999998,0,1,0,0,0,0,0,0,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998,0.2999999999999998
6199,1503140-001,2015-07-21,16.0,1503140,URANIUM (PCI/L),20.0,34.817698,-118.896437,-4.0,0,0,0,0,0,0,1,0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0
6200,1503140-001,2015-07-21,14.6,1503140,GROSS ALPHA,15.0,34.817698,-118.896437,-0.40000000000000036,0,0,1,0,0,0,0,0,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036,-0.40000000000000036
6201,1503140-001,2015-10-14,2.0,1503140,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.817698,-118.896437,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6202,1503140-001,2015-10-14,19.0,1503140,URANIUM (PCI/L),20.0,34.817698,-118.896437,-1.0,0,0,0,0,0,0,1,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6203,1503140-001,2015-10-14,24.0,1503140,NITRATE (AS NO3),45.0,34.817698,-118.896437,-21.0,0,0,0,1,0,0,0,0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0,-21.0
6204,1503140-001,2015-10-14,23.0,1503140,GROSS ALPHA,15.0,34.817698,-118.896437,8.0,0,0,1,0,0,0,0,0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
6205,1503140-001,2016-01-13,2.0,1503140,FLUORIDE (F) (NATURAL-SOURCE),2.0,34.817698,-118.896437,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
